label_name,target_hit,target_indices,query_indices,AP,HR,RR
lung opacity,"[True, True, True, False, True]","[1647, 1226, 2926, 628, 1569]",0,0.95,0.8,1.0
lung opacity,"[True, True, True, True, True]","[56, 3168, 679, 2706, 1419]",1,1.0,1.0,1.0
lung opacity,"[True, False, False, False, True]","[405, 1800, 1153, 168, 2670]",2,0.7,0.4,1.0
lung opacity,"[True, True, True, True, True]","[536, 2334, 378, 1888, 2406]",3,1.0,1.0,1.0
lung opacity,"[True, True, True, True, True]","[1253, 55, 1903, 435, 295]",4,1.0,1.0,1.0
lung opacity,"[True, True, True, True, True]","[1470, 1387, 1725, 1875, 858]",5,1.0,1.0,1.0
lung opacity,"[True, True, True, True, True]","[1934, 2689, 730, 1815, 1149]",6,1.0,1.0,1.0
lung opacity,"[True, True, True, False, False]","[2739, 2256, 294, 1458, 788]",8,1.0,0.6,1.0
lung opacity,"[True, True, True, True, True]","[2135, 666, 873, 2236, 2385]",9,1.0,1.0,1.0
lung opacity,"[True, True, True, True, True]","[178, 538, 2300, 2456, 2753]",11,1.0,1.0,1.0
lung opacity,"[True, True, True, True, False]","[1107, 2563, 2479, 2235, 810]",12,1.0,0.8,1.0
lung opacity,"[True, True, True, True, True]","[1749, 791, 645, 3088, 446]",13,1.0,1.0,1.0
lung opacity,"[True, False, True, True, True]","[2148, 1946, 969, 1179, 520]",14,0.8041666666666667,0.8,1.0
lung opacity,"[True, False, True, True, True]","[2708, 1267, 1076, 2712, 2604]",16,0.8041666666666667,0.8,1.0
lung opacity,"[True, True, True, True, True]","[2647, 2172, 1479, 3121, 3010]",17,1.0,1.0,1.0
lung opacity,"[True, True, True, True, True]","[1654, 1934, 1292, 1551, 2508]",19,1.0,1.0,1.0
lung opacity,"[True, True, True, True, True]","[2572, 436, 306, 2584, 2779]",20,1.0,1.0,1.0
lung opacity,"[True, True, True, True, True]","[3110, 465, 2330, 1495, 437]",21,1.0,1.0,1.0
lung opacity,"[True, True, False, True, True]","[316, 66, 2517, 245, 899]",22,0.8875,0.8,1.0
lung opacity,"[True, True, True, True, True]","[2180, 2428, 52, 2763, 2833]",23,1.0,1.0,1.0
lung opacity,"[True, True, True, True, True]","[1507, 2148, 1867, 346, 2639]",24,1.0,1.0,1.0
lung opacity,"[False, True, False, True, True]","[2870, 1831, 2214, 507, 3061]",26,0.5333333333333333,0.6,0.5
lung opacity,"[True, True, True, True, True]","[1791, 280, 424, 1663, 1405]",27,1.0,1.0,1.0
lung opacity,"[True, True, True, True, True]","[2075, 2060, 2327, 51, 2162]",28,1.0,1.0,1.0
lung opacity,"[True, False, True, True, False]","[812, 399, 2284, 1481, 1324]",29,0.8055555555555555,0.6,1.0
lung opacity,"[True, False, True, False, False]","[309, 1472, 325, 1177, 2374]",30,0.8333333333333333,0.4,1.0
lung opacity,"[True, True, False, False, False]","[163, 2951, 825, 2701, 909]",31,1.0,0.4,1.0
lung opacity,"[True, True, True, True, True]","[2619, 1679, 1387, 3116, 2760]",32,1.0,1.0,1.0
lung opacity,"[True, True, True, True, True]","[3187, 1612, 1886, 2722, 2375]",33,1.0,1.0,1.0
lung opacity,"[False, False, True, True, True]","[1348, 103, 291, 2735, 222]",35,0.4777777777777777,0.6,0.3333333333333333
lung opacity,"[True, True, True, True, False]","[753, 2583, 2789, 1272, 2644]",36,1.0,0.8,1.0
lung opacity,"[False, True, True, True, True]","[1358, 2743, 1383, 38, 2471]",37,0.6791666666666667,0.8,0.5
lung opacity,"[True, True, True, True, True]","[37, 427, 2743, 2948, 859]",38,1.0,1.0,1.0
lung opacity,"[True, True, True, True, True]","[1492, 1895, 2360, 2136, 615]",39,1.0,1.0,1.0
lung opacity,"[True, True, True, True, True]","[1943, 3070, 2043, 889, 2649]",40,1.0,1.0,1.0
lung opacity,"[True, True, True, True, True]","[2777, 2547, 1313, 477, 1633]",41,1.0,1.0,1.0
lung opacity,"[True, True, True, True, True]","[914, 668, 2265, 2292, 2756]",42,1.0,1.0,1.0
lung opacity,"[True, True, True, True, True]","[377, 1539, 2437, 1815, 124]",43,1.0,1.0,1.0
lung opacity,"[True, True, True, True, True]","[1154, 1494, 2815, 158, 1298]",45,1.0,1.0,1.0
lung opacity,"[True, True, True, True, True]","[3135, 522, 2043, 2910, 1010]",46,1.0,1.0,1.0
lung opacity,"[True, True, True, True, True]","[573, 2593, 2398, 3058, 1940]",48,1.0,1.0,1.0
lung opacity,"[True, True, True, False, True]","[2162, 2060, 3119, 1834, 858]",51,0.95,0.8,1.0
lung opacity,"[True, True, True, True, True]","[2428, 2130, 23, 3052, 806]",52,1.0,1.0,1.0
lung opacity,"[True, True, True, False, True]","[245, 1244, 1730, 18, 2632]",53,0.95,0.8,1.0
lung opacity,"[True, True, True, True, True]","[2101, 2743, 509, 194, 37]",54,1.0,1.0,1.0
lung opacity,"[True, True, False, False, False]","[1429, 1253, 1260, 2836, 2218]",55,1.0,0.4,1.0
lung opacity,"[True, True, True, True, True]","[1194, 1, 2008, 1448, 2285]",56,1.0,1.0,1.0
lung opacity,"[True, True, True, True, True]","[472, 868, 210, 1116, 1706]",57,1.0,1.0,1.0
lung opacity,"[True, False, True, True, True]","[728, 44, 2739, 3077, 1236]",59,0.8041666666666667,0.8,1.0
lung opacity,"[True, True, True, True, True]","[656, 1222, 2791, 1901, 674]",60,1.0,1.0,1.0
lung opacity,"[True, True, False, False, True]","[564, 2832, 3057, 1487, 1523]",61,0.8666666666666667,0.6,1.0
lung opacity,"[True, True, True, True, True]","[1188, 2146, 2100, 395, 2192]",62,1.0,1.0,1.0
lung opacity,"[True, True, True, True, True]","[150, 565, 170, 1912, 2794]",64,1.0,1.0,1.0
lung opacity,"[True, False, True, True, True]","[1286, 1705, 2749, 2965, 2568]",65,0.8041666666666667,0.8,1.0
lung opacity,"[True, True, True, True, True]","[1900, 1837, 1642, 765, 602]",66,1.0,1.0,1.0
lung opacity,"[True, False, True, True, True]","[2000, 461, 390, 657, 1419]",67,0.8041666666666667,0.8,1.0
lung opacity,"[True, True, True, True, True]","[2469, 3141, 1591, 316, 22]",68,1.0,1.0,1.0
lung opacity,"[True, True, True, True, False]","[2849, 1023, 2279, 2337, 654]",69,1.0,0.8,1.0
lung opacity,"[True, True, True, True, False]","[1415, 986, 2784, 1281, 415]",70,1.0,0.8,1.0
lung opacity,"[True, True, True, True, True]","[137, 729, 2351, 2378, 357]",71,1.0,1.0,1.0
lung opacity,"[True, False, True, True, False]","[790, 686, 3145, 2020, 1952]",72,0.8055555555555555,0.6,1.0
lung opacity,"[True, True, True, True, True]","[3159, 2777, 227, 1633, 477]",73,1.0,1.0,1.0
lung opacity,"[True, False, True, False, True]","[2828, 561, 623, 654, 790]",75,0.7555555555555555,0.6,1.0
lung opacity,"[True, True, True, True, True]","[1953, 2648, 357, 1356, 834]",77,1.0,1.0,1.0
lung opacity,"[True, True, True, True, True]","[209, 1283, 1317, 1466, 3090]",78,1.0,1.0,1.0
lung opacity,"[True, True, True, True, True]","[615, 1895, 759, 1686, 923]",79,1.0,1.0,1.0
lung opacity,"[True, True, False, True, False]","[1429, 2735, 103, 2681, 1487]",80,0.9166666666666666,0.6,1.0
lung opacity,"[True, True, True, True, True]","[1702, 2765, 160, 465, 1634]",81,1.0,1.0,1.0
lung opacity,"[False, True, True, True, True]","[1573, 160, 1309, 1702, 714]",82,0.6791666666666667,0.8,0.5
lung opacity,"[True, True, True, True, True]","[475, 195, 465, 2129, 21]",83,1.0,1.0,1.0
lung opacity,"[True, True, True, False, False]","[979, 80, 1167, 348, 103]",85,1.0,0.6,1.0
lung opacity,"[False, True, True, False, False]","[1381, 2205, 2656, 2038, 1996]",86,0.5833333333333333,0.4,0.5
lung opacity,"[True, True, True, True, True]","[1668, 2424, 3176, 3128, 1931]",87,1.0,1.0,1.0
