label_name,target_hit,target_indices,query_indices,AP,HR,RR
right lung opacity,"[True, False, True, True, True]","[2358, 628, 953, 1257, 2095]",0,0.8041666666666667,0.8,1.0
right lung opacity,"[True, True, True, True, True]","[2403, 640, 2221, 307, 2318]",1,1.0,1.0,1.0
right lung opacity,"[True, False, False, True, True]","[1032, 3047, 1193, 649, 878]",2,0.7000000000000001,0.6,1.0
right lung opacity,"[True, True, True, True, True]","[1882, 1492, 2628, 1916, 661]",4,1.0,1.0,1.0
right lung opacity,"[True, True, True, True, True]","[3162, 2263, 1495, 2738, 2969]",5,1.0,1.0,1.0
right lung opacity,"[True, True, True, True, True]","[2803, 2180, 386, 1091, 2495]",6,1.0,1.0,1.0
right lung opacity,"[True, True, True, True, True]","[873, 138, 965, 2786, 484]",9,1.0,1.0,1.0
right lung opacity,"[True, True, True, True, True]","[2204, 2419, 2474, 1803, 164]",11,1.0,1.0,1.0
right lung opacity,"[True, True, True, True, True]","[716, 1553, 2522, 1194, 1880]",12,1.0,1.0,1.0
right lung opacity,"[True, True, True, True, True]","[408, 1321, 2546, 1603, 540]",13,1.0,1.0,1.0
right lung opacity,"[True, True, True, True, True]","[113, 848, 648, 2993, 2995]",14,1.0,1.0,1.0
right lung opacity,"[False, True, False, True, True]","[2021, 1891, 2214, 3064, 437]",16,0.5333333333333333,0.6,0.5
right lung opacity,"[True, True, True, True, True]","[2647, 3119, 1470, 2172, 1725]",17,1.0,1.0,1.0
right lung opacity,"[True, True, True, True, True]","[2082, 1061, 2295, 1413, 3037]",19,1.0,1.0,1.0
right lung opacity,"[True, True, True, True, False]","[1678, 2602, 499, 3110, 1585]",20,1.0,0.8,1.0
right lung opacity,"[True, True, False, True, True]","[2677, 2341, 1834, 1256, 331]",21,0.8875,0.8,1.0
right lung opacity,"[True, True, True, True, False]","[2400, 1378, 139, 2863, 2205]",22,1.0,0.8,1.0
right lung opacity,"[True, True, True, True, True]","[2152, 2416, 947, 202, 2852]",23,1.0,1.0,1.0
right lung opacity,"[True, True, True, True, True]","[2395, 1468, 2712, 96, 1222]",24,1.0,1.0,1.0
right lung opacity,"[True, True, True, True, True]","[21, 1297, 331, 740, 3110]",26,1.0,1.0,1.0
right lung opacity,"[True, True, True, True, True]","[165, 1022, 1111, 2624, 2192]",27,1.0,1.0,1.0
right lung opacity,"[True, True, True, True, True]","[1279, 1179, 1408, 3160, 2736]",28,1.0,1.0,1.0
right lung opacity,"[False, True, True, True, True]","[1028, 3052, 2130, 2019, 2044]",29,0.6791666666666667,0.8,0.5
right lung opacity,"[True, True, False, True, True]","[309, 1169, 1177, 2597, 325]",30,0.8875,0.8,1.0
right lung opacity,"[True, True, True, True, True]","[163, 2562, 434, 1862, 2951]",31,1.0,1.0,1.0
right lung opacity,"[True, True, True, True, True]","[858, 441, 3119, 2217, 1875]",32,1.0,1.0,1.0
right lung opacity,"[True, True, True, True, True]","[2688, 3013, 748, 2578, 2331]",33,1.0,1.0,1.0
right lung opacity,"[True, True, False, True, True]","[2799, 575, 1573, 2688, 748]",36,0.8875,0.8,1.0
right lung opacity,"[True, True, True, True, True]","[427, 1383, 1680, 688, 2471]",37,1.0,1.0,1.0
right lung opacity,"[True, True, True, True, False]","[2471, 1680, 427, 1532, 924]",38,1.0,0.8,1.0
right lung opacity,"[True, True, True, True, True]","[1981, 105, 2193, 2587, 430]",39,1.0,1.0,1.0
right lung opacity,"[True, True, True, True, True]","[2094, 2715, 1802, 2717, 1846]",40,1.0,1.0,1.0
right lung opacity,"[True, True, True, False, True]","[968, 808, 2472, 1503, 613]",42,0.95,0.8,1.0
right lung opacity,"[True, True, True, True, True]","[650, 2689, 2294, 2136, 2620]",43,1.0,1.0,1.0
right lung opacity,"[False, True, True, True, True]","[1827, 1045, 2970, 1974, 140]",45,0.6791666666666667,0.8,0.5
right lung opacity,"[False, False, False, False, True]","[299, 1483, 2877, 2046, 2010]",46,0.2,0.2,0.2
right lung opacity,"[True, True, False, True, True]","[969, 1308, 2414, 1700, 2398]",48,0.8875,0.8,1.0
right lung opacity,"[True, True, True, True, True]","[2217, 527, 3142, 1208, 2888]",51,1.0,1.0,1.0
right lung opacity,"[True, False, True, True, False]","[823, 1324, 1711, 1578, 2209]",52,0.8055555555555555,0.6,1.0
right lung opacity,"[False, True, True, True, True]","[1811, 1437, 899, 3123, 2384]",53,0.6791666666666667,0.8,0.5
right lung opacity,"[True, True, True, False, True]","[1351, 509, 2928, 946, 1449]",54,0.95,0.8,1.0
right lung opacity,"[True, True, True, True, True]","[1704, 2335, 2037, 153, 897]",56,1.0,1.0,1.0
right lung opacity,"[True, True, True, True, True]","[431, 868, 2442, 756, 1832]",57,1.0,1.0,1.0
right lung opacity,"[True, True, True, False, True]","[1032, 256, 805, 375, 2236]",59,0.95,0.8,1.0
right lung opacity,"[True, True, True, True, True]","[2733, 1901, 642, 3074, 2859]",60,1.0,1.0,1.0
right lung opacity,"[True, True, True, False, True]","[1523, 2221, 2719, 1986, 1610]",61,0.95,0.8,1.0
right lung opacity,"[True, True, True, True, True]","[1372, 2998, 140, 1499, 2127]",64,1.0,1.0,1.0
right lung opacity,"[True, False, False, True, True]","[2799, 297, 1824, 1437, 602]",66,0.7000000000000001,0.6,1.0
right lung opacity,"[True, True, True, True, True]","[2171, 2092, 667, 2745, 1086]",67,1.0,1.0,1.0
right lung opacity,"[True, True, True, True, True]","[45, 477, 1149, 2531, 1194]",68,1.0,1.0,1.0
right lung opacity,"[True, True, False, False, True]","[1228, 332, 167, 654, 1796]",69,0.8666666666666667,0.6,1.0
right lung opacity,"[True, False, True, True, True]","[1298, 297, 872, 3066, 612]",70,0.8041666666666667,0.8,1.0
right lung opacity,"[True, True, True, True, True]","[650, 1534, 895, 729, 2437]",71,1.0,1.0,1.0
right lung opacity,"[False, True, True, True, False]","[686, 615, 79, 1250, 2611]",72,0.6388888888888888,0.6,0.5
right lung opacity,"[True, True, True, False, True]","[2531, 140, 2227, 2815, 1941]",73,0.95,0.8,1.0
right lung opacity,"[False, False, True, True, False]","[1858, 2028, 1769, 1228, 222]",75,0.41666666666666663,0.4,0.3333333333333333
right lung opacity,"[True, True, False, True, True]","[1953, 1040, 3055, 2437, 1250]",77,0.8875,0.8,1.0
right lung opacity,"[False, True, True, True, True]","[686, 2030, 738, 615, 1250]",79,0.6791666666666667,0.8,0.5
right lung opacity,"[True, True, True, True, True]","[568, 2859, 1702, 634, 2195]",81,1.0,1.0,1.0
right lung opacity,"[True, True, True, True, False]","[1957, 139, 666, 2651, 2644]",82,1.0,0.8,1.0
right lung opacity,"[True, True, True, True, True]","[475, 1096, 3058, 1467, 599]",83,1.0,1.0,1.0
right lung opacity,"[True, True, False, True, True]","[364, 979, 133, 1429, 2566]",85,0.8875,0.8,1.0
right lung opacity,"[True, False, True, False, True]","[2933, 1381, 466, 747, 2059]",86,0.7555555555555555,0.6,1.0
right lung opacity,"[True, False, True, True, True]","[1042, 977, 2232, 254, 1784]",87,0.8041666666666667,0.8,1.0
right lung opacity,"[True, True, True, True, True]","[1402, 1586, 1940, 396, 3181]",88,1.0,1.0,1.0
right lung opacity,"[True, True, True, True, True]","[2467, 1969, 929, 2368, 471]",89,1.0,1.0,1.0
right lung opacity,"[True, True, False, True, False]","[1440, 202, 2279, 660, 151]",90,0.9166666666666666,0.6,1.0
right lung opacity,"[True, True, True, True, True]","[507, 1470, 3000, 288, 2113]",91,1.0,1.0,1.0
right lung opacity,"[True, True, False, True, True]","[2398, 21, 2281, 966, 2822]",93,0.8875,0.8,1.0
right lung opacity,"[True, True, True, True, True]","[1149, 2813, 1372, 1545, 2524]",94,1.0,1.0,1.0
right lung opacity,"[False, False, True, False, False]","[1409, 2117, 1659, 133, 147]",95,0.3333333333333333,0.2,0.3333333333333333
right lung opacity,"[True, True, False, True, True]","[121, 2791, 760, 635, 765]",96,0.8875,0.8,1.0
right lung opacity,"[True, True, True, True, True]","[1104, 2069, 2505, 1829, 1509]",98,1.0,1.0,1.0
right lung opacity,"[True, True, True, True, True]","[1901, 2733, 2210, 226, 1390]",99,1.0,1.0,1.0
right lung opacity,"[False, True, True, True, False]","[1905, 665, 1590, 1666, 3079]",100,0.6388888888888888,0.6,0.5
right lung opacity,"[True, True, True, True, True]","[39, 2193, 676, 1981, 3059]",105,1.0,1.0,1.0
right lung opacity,"[False, False, True, True, True]","[1669, 3047, 1593, 59, 655]",106,0.4777777777777777,0.6,0.3333333333333333
right lung opacity,"[False, False, True, True, True]","[1458, 1665, 2769, 920, 622]",108,0.4777777777777777,0.6,0.3333333333333333
right lung opacity,"[True, True, True, False, True]","[801, 318, 3127, 1083, 1790]",109,0.95,0.8,1.0
right lung opacity,"[False, True, True, False, False]","[2942, 1421, 1456, 1936, 1576]",110,0.5833333333333333,0.4,0.5
right lung opacity,"[False, True, True, True, False]","[1028, 29, 1399, 2019, 3034]",112,0.6388888888888888,0.6,0.5
right lung opacity,"[True, True, True, True, True]","[848, 14, 3184, 265, 2858]",113,1.0,1.0,1.0
right lung opacity,"[True, True, True, True, True]","[289, 1853, 2233, 3101, 645]",115,1.0,1.0,1.0
right lung opacity,"[True, True, False, True, True]","[1356, 2845, 415, 1051, 2825]",117,0.8875,0.8,1.0
right lung opacity,"[True, True, True, False, True]","[2879, 530, 1338, 1053, 2894]",118,0.95,0.8,1.0
right lung opacity,"[True, False, True, True, True]","[2728, 1460, 2970, 528, 1784]",119,0.8041666666666667,0.8,1.0
right lung opacity,"[False, True, True, True, True]","[760, 96, 2110, 2738, 2733]",121,0.6791666666666667,0.8,0.5
right lung opacity,"[False, True, True, True, True]","[2438, 1494, 280, 170, 1006]",122,0.6791666666666667,0.8,0.5
right lung opacity,"[True, False, True, True, False]","[1821, 2001, 1523, 979, 1611]",123,0.8055555555555555,0.6,1.0
right lung opacity,"[True, True, True, True, True]","[1662, 1650, 2351, 2020, 615]",124,1.0,1.0,1.0
right lung opacity,"[True, True, True, False, False]","[744, 2250, 2640, 1460, 2023]",125,1.0,0.6,1.0
right lung opacity,"[True, True, True, True, True]","[115, 2831, 2491, 502, 243]",126,1.0,1.0,1.0
right lung opacity,"[True, True, True, True, True]","[2557, 3188, 1012, 2762, 3053]",127,1.0,1.0,1.0
right lung opacity,"[True, False, True, True, True]","[193, 518, 1878, 3019, 2071]",130,0.8041666666666667,0.8,1.0
right lung opacity,"[True, True, True, True, True]","[2210, 659, 945, 2888, 1647]",131,1.0,1.0,1.0
right lung opacity,"[True, True, True, True, True]","[2565, 2950, 1086, 2320, 1775]",137,1.0,1.0,1.0
right lung opacity,"[True, True, False, True, True]","[9, 2319, 1460, 821, 1438]",138,0.8875,0.8,1.0
right lung opacity,"[True, True, True, True, True]","[2098, 3125, 1122, 2164, 2498]",139,1.0,1.0,1.0
right lung opacity,"[True, True, True, True, True]","[64, 73, 2227, 45, 1372]",140,1.0,1.0,1.0
right lung opacity,"[True, True, True, True, True]","[2306, 2762, 2859, 465, 2121]",141,1.0,1.0,1.0
right lung opacity,"[True, True, True, True, True]","[2890, 587, 2689, 2891, 94]",142,1.0,1.0,1.0
right lung opacity,"[True, True, False, False, True]","[2514, 66, 506, 297, 1714]",143,0.8666666666666667,0.6,1.0
right lung opacity,"[True, True, True, False, True]","[2331, 2245, 1496, 1251, 748]",144,0.95,0.8,1.0
right lung opacity,"[True, True, True, True, False]","[1482, 1593, 369, 2549, 754]",146,1.0,0.8,1.0
right lung opacity,"[True, True, True, True, True]","[791, 67, 2745, 2361, 2082]",148,1.0,1.0,1.0
right lung opacity,"[False, True, False, True, True]","[707, 820, 989, 1772, 3008]",149,0.5333333333333333,0.6,0.5
right lung opacity,"[True, True, True, True, True]","[1272, 867, 2123, 2154, 727]",150,1.0,1.0,1.0
right lung opacity,"[True, True, True, True, True]","[2335, 1341, 2130, 2008, 2424]",153,1.0,1.0,1.0
right lung opacity,"[True, True, True, True, True]","[1143, 576, 2161, 1445, 3053]",155,1.0,1.0,1.0
right lung opacity,"[True, True, True, True, True]","[822, 1005, 2164, 2042, 2115]",156,1.0,1.0,1.0
right lung opacity,"[True, True, True, True, True]","[1867, 2908, 2922, 1445, 1559]",157,1.0,1.0,1.0
right lung opacity,"[True, True, True, True, True]","[1031, 1594, 1272, 1314, 999]",158,1.0,1.0,1.0
right lung opacity,"[True, True, True, True, True]","[2029, 1113, 3157, 1453, 1301]",159,1.0,1.0,1.0
right lung opacity,"[True, True, True, True, False]","[634, 1603, 1645, 2765, 217]",160,1.0,0.8,1.0
right lung opacity,"[True, True, True, True, False]","[31, 434, 2562, 2260, 2448]",163,1.0,0.8,1.0
right lung opacity,"[False, False, True, False, True]","[1755, 272, 406, 1633, 1318]",164,0.3666666666666667,0.4,0.3333333333333333
right lung opacity,"[True, True, True, True, True]","[2245, 2411, 635, 2191, 1111]",165,1.0,1.0,1.0
right lung opacity,"[True, False, True, True, True]","[565, 2790, 1508, 929, 2912]",166,0.8041666666666667,0.8,1.0
right lung opacity,"[True, True, True, False, True]","[1610, 583, 2055, 2248, 2454]",169,0.95,0.8,1.0
right lung opacity,"[True, True, True, True, True]","[3086, 2998, 2703, 139, 2430]",170,1.0,1.0,1.0
right lung opacity,"[False, True, False, True, True]","[1628, 509, 1433, 2975, 1556]",172,0.5333333333333333,0.6,0.5
right lung opacity,"[True, True, True, True, True]","[307, 411, 660, 716, 1213]",175,1.0,1.0,1.0
right lung opacity,"[True, False, True, True, True]","[343, 378, 3059, 2069, 498]",176,0.8041666666666667,0.8,1.0
right lung opacity,"[True, True, True, True, True]","[2161, 3188, 614, 2969, 2762]",177,1.0,1.0,1.0
right lung opacity,"[True, True, True, True, False]","[1277, 1034, 1987, 947, 538]",178,1.0,0.8,1.0
right lung opacity,"[True, True, True, True, True]","[3164, 2922, 2800, 1390, 2017]",180,1.0,1.0,1.0
right lung opacity,"[False, False, True, True, True]","[2887, 1954, 1070, 2057, 828]",181,0.4777777777777777,0.6,0.3333333333333333
right lung opacity,"[True, False, True, True, False]","[2057, 1699, 1156, 181, 681]",183,0.8055555555555555,0.6,1.0
right lung opacity,"[True, True, True, True, True]","[2043, 770, 2029, 749, 2236]",184,1.0,1.0,1.0
right lung opacity,"[True, True, True, True, True]","[1032, 901, 2236, 1008, 581]",185,1.0,1.0,1.0
right lung opacity,"[True, True, True, True, True]","[1939, 1781, 296, 1700, 2265]",187,1.0,1.0,1.0
right lung opacity,"[True, True, False, True, True]","[2798, 973, 2634, 2185, 3084]",188,0.8875,0.8,1.0
right lung opacity,"[True, True, True, True, True]","[2515, 1272, 2783, 586, 938]",189,1.0,1.0,1.0
right lung opacity,"[True, True, True, True, False]","[2481, 1008, 2043, 3143, 1293]",190,1.0,0.8,1.0
right lung opacity,"[True, True, True, True, True]","[1090, 427, 1680, 37, 1383]",191,1.0,1.0,1.0
right lung opacity,"[True, True, True, True, True]","[1129, 2102, 1123, 2678, 1735]",192,1.0,1.0,1.0
right lung opacity,"[True, False, False, True, False]","[130, 508, 1147, 2346, 63]",193,0.75,0.4,1.0
right lung opacity,"[True, True, False, True, True]","[1138, 2260, 1293, 1466, 1975]",194,0.8875,0.8,1.0
right lung opacity,"[True, True, True, True, True]","[3120, 530, 2440, 527, 158]",195,1.0,1.0,1.0
right lung opacity,"[True, False, True, False, True]","[2316, 1027, 1484, 1287, 1522]",196,0.7555555555555555,0.6,1.0
right lung opacity,"[False, False, True, False, False]","[2622, 2591, 721, 2901, 1707]",197,0.3333333333333333,0.2,0.3333333333333333
right lung opacity,"[True, True, True, True, False]","[2534, 916, 19, 3051, 1705]",198,1.0,0.8,1.0
right lung opacity,"[False, True, False, False, True]","[1260, 1421, 2724, 2015, 694]",200,0.45,0.4,0.5
right lung opacity,"[True, True, False, True, True]","[2956, 1758, 2353, 1784, 1888]",201,0.8875,0.8,1.0
right lung opacity,"[True, True, False, True, True]","[411, 823, 151, 724, 1894]",202,0.8875,0.8,1.0
right lung opacity,"[True, True, True, True, True]","[1086, 1676, 562, 962, 2491]",204,1.0,1.0,1.0
right lung opacity,"[True, True, True, True, False]","[2131, 3155, 2276, 2185, 2809]",205,1.0,0.8,1.0
right lung opacity,"[True, True, True, True, True]","[2985, 270, 1095, 1129, 875]",206,1.0,1.0,1.0
right lung opacity,"[True, True, True, True, False]","[2716, 2177, 2524, 483, 1460]",207,1.0,0.8,1.0
right lung opacity,"[False, True, True, True, True]","[1288, 2998, 1149, 2447, 2389]",208,0.6791666666666667,0.8,0.5
right lung opacity,"[True, True, True, True, True]","[554, 1138, 2265, 1257, 241]",209,1.0,1.0,1.0
right lung opacity,"[True, True, True, True, True]","[2988, 455, 769, 2744, 995]",210,1.0,1.0,1.0
right lung opacity,"[True, True, True, True, True]","[1568, 2293, 1516, 418, 2810]",211,1.0,1.0,1.0
right lung opacity,"[True, True, False, False, True]","[190, 2260, 2962, 1072, 2909]",212,0.8666666666666667,0.6,1.0
right lung opacity,"[True, True, True, True, True]","[1424, 769, 2744, 1590, 2385]",213,1.0,1.0,1.0
right lung opacity,"[True, True, True, True, True]","[320, 2540, 1237, 2578, 2044]",214,1.0,1.0,1.0
right lung opacity,"[True, True, True, True, True]","[1338, 1454, 2411, 1111, 1462]",218,1.0,1.0,1.0
right lung opacity,"[True, True, True, False, True]","[828, 2706, 181, 1699, 1156]",219,0.95,0.8,1.0
right lung opacity,"[True, True, True, True, True]","[1875, 1725, 465, 2888, 2859]",220,1.0,1.0,1.0
right lung opacity,"[True, True, True, True, True]","[3134, 632, 2019, 310, 2706]",221,1.0,1.0,1.0
right lung opacity,"[True, True, True, True, True]","[2341, 2327, 1216, 819, 1489]",223,1.0,1.0,1.0
right lung opacity,"[True, True, True, True, True]","[436, 1405, 2477, 1031, 1784]",224,1.0,1.0,1.0
right lung opacity,"[True, True, True, True, True]","[2507, 2922, 1901, 99, 155]",226,1.0,1.0,1.0
right lung opacity,"[True, True, True, True, True]","[619, 2300, 794, 1769, 2388]",228,1.0,1.0,1.0
right lung opacity,"[True, True, True, False, True]","[891, 821, 436, 1826, 1375]",229,0.95,0.8,1.0
right lung opacity,"[True, True, True, True, True]","[1239, 1259, 748, 1407, 2661]",230,1.0,1.0,1.0
right lung opacity,"[False, False, True, False, False]","[1084, 1136, 1813, 1673, 1611]",232,0.3333333333333333,0.2,0.3333333333333333
right lung opacity,"[True, True, True, True, True]","[243, 1675, 2680, 1869, 177]",233,1.0,1.0,1.0
right lung opacity,"[True, False, True, True, False]","[259, 1294, 3062, 374, 1858]",234,0.8055555555555555,0.6,1.0
right lung opacity,"[False, True, True, True, True]","[2105, 1357, 964, 829, 1400]",235,0.6791666666666667,0.8,0.5
right lung opacity,"[False, True, True, False, False]","[3170, 820, 1491, 2328, 258]",236,0.5833333333333333,0.4,0.5
right lung opacity,"[True, True, False, True, False]","[744, 2640, 1458, 2769, 2867]",238,0.9166666666666666,0.6,1.0
right lung opacity,"[True, True, True, True, True]","[213, 995, 2744, 2988, 1424]",239,1.0,1.0,1.0
right lung opacity,"[False, False, False, True, False]","[3045, 1774, 2264, 2899, 2544]",240,0.25,0.2,0.25
right lung opacity,"[True, True, True, True, True]","[2265, 2040, 1163, 2906, 2743]",241,1.0,1.0,1.0
right lung opacity,"[True, True, True, True, True]","[2098, 2450, 1524, 693, 1874]",242,1.0,1.0,1.0
right lung opacity,"[True, True, True, True, True]","[3013, 1898, 333, 1642, 807]",243,1.0,1.0,1.0
right lung opacity,"[True, False, False, True, True]","[569, 2182, 1649, 1006, 1592]",244,0.7000000000000001,0.6,1.0
right lung opacity,"[True, True, True, True, True]","[507, 1522, 899, 1450, 2316]",245,1.0,1.0,1.0
right lung opacity,"[True, True, True, True, True]","[3064, 1308, 2698, 1035, 1362]",246,1.0,1.0,1.0
right lung opacity,"[True, True, True, False, True]","[1714, 2514, 1340, 1464, 929]",247,0.95,0.8,1.0
right lung opacity,"[True, False, True, True, True]","[1362, 1864, 2203, 1351, 789]",248,0.8041666666666667,0.8,1.0
right lung opacity,"[True, True, False, True, True]","[1839, 1404, 2843, 1423, 1678]",250,0.8875,0.8,1.0
right lung opacity,"[True, True, True, True, False]","[2749, 2972, 1313, 1249, 2209]",251,1.0,0.8,1.0
right lung opacity,"[False, False, False, False, True]","[3079, 1049, 1354, 2142, 100]",252,0.2,0.2,0.2
right lung opacity,"[True, False, True, False, True]","[2439, 2064, 2671, 2035, 2932]",253,0.7555555555555555,0.6,1.0
right lung opacity,"[True, True, True, True, True]","[2389, 3185, 2316, 1485, 1911]",254,1.0,1.0,1.0
right lung opacity,"[True, True, True, False, True]","[59, 330, 1168, 1669, 1241]",256,0.95,0.8,1.0
right lung opacity,"[True, True, True, True, False]","[3062, 2246, 234, 694, 1591]",259,1.0,0.8,1.0
right lung opacity,"[True, True, True, False, True]","[432, 1530, 1026, 607, 2153]",260,0.95,0.8,1.0
right lung opacity,"[True, True, True, True, True]","[2586, 3046, 2422, 1521, 893]",261,1.0,1.0,1.0
right lung opacity,"[True, False, True, True, True]","[2153, 607, 1026, 2911, 1013]",263,0.8041666666666667,0.8,1.0
right lung opacity,"[True, True, True, True, True]","[1022, 2624, 1111, 1935, 3028]",264,1.0,1.0,1.0
right lung opacity,"[True, False, True, True, True]","[383, 1235, 3173, 2014, 1812]",265,0.8041666666666667,0.8,1.0
right lung opacity,"[True, False, True, True, False]","[1594, 1585, 2161, 1031, 2109]",266,0.8055555555555555,0.6,1.0
right lung opacity,"[True, True, False, True, True]","[1876, 2943, 907, 1548, 2302]",268,0.8875,0.8,1.0
right lung opacity,"[True, True, True, True, True]","[2721, 2812, 380, 2794, 1511]",269,1.0,1.0,1.0
right lung opacity,"[True, True, True, False, True]","[206, 2531, 2269, 1892, 2970]",270,0.95,0.8,1.0
right lung opacity,"[True, True, True, True, True]","[499, 667, 333, 1448, 2796]",271,1.0,1.0,1.0
right lung opacity,"[False, True, True, True, True]","[92, 843, 1148, 2181, 752]",273,0.6791666666666667,0.8,0.5
