label_name,target_hit,target_indices,AP,HR,RR
lung opacity,"[True, True, True, True, True]","[1929, 1179, 953, 1108, 2358]",1.0,1.0,1.0
lung opacity,"[True, True, True, True, True]","[1610, 2403, 1893, 68, 175]",1.0,1.0,1.0
lung opacity,"[False, False, False, False, True]","[1193, 3047, 1004, 1856, 878]",0.2,0.2,0.2
lung opacity,"[True, True, True, True, True]","[1216, 2296, 482, 28, 1933]",1.0,1.0,1.0
lung opacity,"[True, True, True, True, False]","[1882, 1492, 295, 2446, 303]",1.0,0.8,1.0
lung opacity,"[True, True, True, True, True]","[3162, 1495, 1470, 131, 2263]",1.0,1.0,1.0
lung opacity,"[True, True, True, True, True]","[2803, 1561, 2169, 207, 2990]",1.0,1.0,1.0
lung opacity,"[False, True, True, True, True]","[152, 996, 1160, 1685, 2569]",0.6791666666666667,0.8,0.5
lung opacity,"[True, True, True, True, True]","[873, 122, 2802, 3086, 1494]",1.0,1.0,1.0
lung opacity,"[True, True, True, True, True]","[164, 2080, 2419, 1417, 1927]",1.0,1.0,1.0
lung opacity,"[True, True, True, True, True]","[2522, 1654, 1553, 1880, 307]",1.0,1.0,1.0
lung opacity,"[True, True, True, True, True]","[306, 3053, 2257, 2666, 1338]",1.0,1.0,1.0
lung opacity,"[True, True, True, True, True]","[277, 2993, 354, 1247, 629]",1.0,1.0,1.0
lung opacity,"[False, True, False, True, True]","[2021, 1891, 2214, 2604, 1965]",0.5333333333333333,0.6,0.5
lung opacity,"[True, True, True, True, True]","[2647, 2172, 1143, 839, 1470]",1.0,1.0,1.0
lung opacity,"[True, True, True, True, True]","[771, 925, 3037, 1001, 1478]",1.0,1.0,1.0
lung opacity,"[True, True, True, True, True]","[196, 1214, 451, 2602, 2473]",1.0,1.0,1.0
lung opacity,"[True, True, True, True, True]","[331, 2677, 2075, 26, 465]",1.0,1.0,1.0
lung opacity,"[True, True, False, True, True]","[2205, 1188, 960, 1122, 2164]",0.8875,0.8,1.0
lung opacity,"[True, True, True, True, True]","[1894, 1344, 2150, 915, 2557]",1.0,1.0,1.0
lung opacity,"[True, True, True, True, True]","[1222, 2395, 1969, 765, 121]",1.0,1.0,1.0
lung opacity,"[True, True, False, True, True]","[331, 2338, 2425, 21, 740]",0.8875,0.8,1.0
lung opacity,"[True, True, True, True, True]","[2192, 165, 2624, 1022, 2770]",1.0,1.0,1.0
lung opacity,"[True, True, True, True, True]","[1279, 3118, 1742, 2804, 704]",1.0,1.0,1.0
lung opacity,"[True, True, True, True, True]","[2019, 1917, 1713, 542, 2581]",1.0,1.0,1.0
lung opacity,"[True, True, True, True, True]","[309, 1169, 3100, 325, 678]",1.0,1.0,1.0
lung opacity,"[True, True, True, True, False]","[163, 434, 1813, 487, 120]",1.0,0.8,1.0
lung opacity,"[True, True, True, True, True]","[402, 1399, 1166, 2677, 2816]",1.0,1.0,1.0
lung opacity,"[True, True, True, True, True]","[1830, 936, 1338, 144, 2688]",1.0,1.0,1.0
lung opacity,"[True, True, False, True, True]","[2953, 2276, 2229, 653, 79]",0.8875,0.8,1.0
lung opacity,"[True, True, False, True, False]","[1874, 1837, 18, 2686, 977]",0.9166666666666666,0.6,1.0
lung opacity,"[True, False, True, True, True]","[516, 1433, 688, 1383, 3006]",0.8041666666666667,0.8,1.0
lung opacity,"[True, True, True, True, True]","[1680, 859, 2471, 427, 2800]",1.0,1.0,1.0
lung opacity,"[True, True, True, True, True]","[2313, 1820, 1903, 1264, 1808]",1.0,1.0,1.0
lung opacity,"[False, True, True, False, True]","[2594, 2029, 720, 1724, 1008]",0.5888888888888889,0.6,0.5
lung opacity,"[False, True, True, True, True]","[804, 1966, 597, 708, 2923]",0.6791666666666667,0.8,0.5
lung opacity,"[True, True, False, True, True]","[520, 808, 2782, 613, 277]",0.8875,0.8,1.0
lung opacity,"[True, True, True, True, True]","[1305, 2294, 1506, 1539, 2145]",1.0,1.0,1.0
lung opacity,"[False, True, True, True, True]","[1950, 2495, 2732, 2087, 743]",0.6791666666666667,0.8,0.5
lung opacity,"[False, False, False, True, True]","[299, 1483, 2877, 1207, 2511]",0.325,0.4,0.25
lung opacity,"[True, False, True, True, True]","[1923, 628, 1700, 1466, 848]",0.8041666666666667,0.8,1.0
lung opacity,"[True, True, False, True, True]","[3119, 3142, 1834, 3027, 2969]",0.8875,0.8,1.0
lung opacity,"[True, True, True, True, True]","[2923, 660, 3050, 2310, 538]",1.0,1.0,1.0
lung opacity,"[True, True, True, True, True]","[333, 288, 3165, 3069, 1127]",1.0,1.0,1.0
lung opacity,"[True, True, True, True, False]","[1351, 2928, 2577, 1449, 946]",1.0,0.8,1.0
lung opacity,"[True, True, True, True, True]","[1588, 2692, 1619, 1726, 2735]",1.0,1.0,1.0
lung opacity,"[True, True, True, True, True]","[1757, 2948, 1248, 1704, 3013]",1.0,1.0,1.0
lung opacity,"[True, True, True, True, True]","[431, 99, 2442, 756, 2514]",1.0,1.0,1.0
lung opacity,"[True, False, True, True, True]","[1275, 2267, 878, 1803, 2236]",0.8041666666666667,0.8,1.0
lung opacity,"[True, True, True, True, True]","[1901, 1881, 2859, 1428, 2110]",1.0,1.0,1.0
lung opacity,"[True, True, True, True, True]","[2221, 2914, 2174, 1523, 2713]",1.0,1.0,1.0
lung opacity,"[True, True, True, True, True]","[1478, 1485, 254, 1522, 1498]",1.0,1.0,1.0
lung opacity,"[True, True, True, True, True]","[140, 122, 2127, 965, 1999]",1.0,1.0,1.0
lung opacity,"[True, True, True, True, True]","[2141, 2739, 1252, 2878, 1517]",1.0,1.0,1.0
lung opacity,"[True, True, True, True, False]","[3126, 143, 602, 506, 2644]",1.0,0.8,1.0
lung opacity,"[True, True, True, True, True]","[791, 1086, 362, 667, 1938]",1.0,1.0,1.0
lung opacity,"[True, True, True, False, True]","[2203, 2993, 2573, 393, 94]",0.95,0.8,1.0
lung opacity,"[True, True, True, True, True]","[1228, 1906, 1282, 167, 1196]",1.0,1.0,1.0
lung opacity,"[True, True, True, False, True]","[297, 1298, 3066, 415, 886]",0.95,0.8,1.0
lung opacity,"[True, True, True, True, True]","[142, 650, 2890, 2898, 2437]",1.0,1.0,1.0
lung opacity,"[True, False, True, True, True]","[79, 686, 615, 3145, 532]",0.8041666666666667,0.8,1.0
lung opacity,"[True, True, True, True, True]","[2970, 2204, 1249, 208, 548]",1.0,1.0,1.0
lung opacity,"[True, True, True, True, False]","[1858, 80, 222, 3177, 589]",1.0,0.8,1.0
lung opacity,"[True, True, False, False, True]","[1376, 1953, 132, 1200, 1040]",0.8666666666666667,0.6,1.0
lung opacity,"[True, True, True, True, True]","[241, 209, 1257, 2052, 1466]",1.0,1.0,1.0
